millis_ms,t,position,handleY,velocity,acceleration,speed
1240,0.216999993,0.417617322,1.000000030,8.724846137,22.713265013,0.100
1250,0.218749993,0.422710600,1.000000030,8.737679983,21.288495910,0.100
1260,0.220499993,0.427811121,1.000000030,8.749682715,19.863726808,0.100
1270,0.222249993,0.432918401,1.000000030,8.760854331,18.438957706,0.100
1280,0.223999993,0.438031955,1.000000030,8.771194831,17.014188603,0.100
1290,0.225749993,0.443151299,1.000000030,8.780704217,15.589419501,0.100
1300,0.227499993,0.448275948,1.000000030,8.789382487,14.164650399,0.100
1310,0.229249993,0.453405417,1.000000030,8.797229642,12.739881296,0.100
1320,0.230999993,0.458539221,1.000000030,8.804245681,11.315112194,0.100
1330,0.232749993,0.463676875,1.000000030,8.810430605,9.890343092,0.100
1340,0.234499993,0.468817895,1.000000030,8.815784414,8.465573989,0.100
1350,0.236249993,0.473961795,1.000000030,8.820307108,7.040804887,0.100
1360,0.237999993,0.479108091,1.000000030,8.823998687,5.616035784,0.100
1370,0.239749993,0.484256298,1.000000030,8.826859150,4.191266682,0.100
1380,0.241499993,0.489405932,1.000000030,8.828888498,2.766497580,0.100
1390,0.243249993,0.494556506,1.000000030,8.830086730,1.341728477,0.100
1400,0.244999993,0.499707538,1.000000030,8.830453847,-0.083040625,0.100
1410,0.246749992,0.504858541,1.000000030,8.829989849,-1.507809727,0.100
1420,0.248499992,0.510009030,1.000000030,8.828694736,-2.932578830,0.100
1430,0.250249992,0.515158522,1.000000030,8.826568508,-4.357347932,0.100
1440,0.251999992,0.520306532,1.000000030,8.823611164,-5.782117035,0.100
1450,0.253749992,0.525452574,1.000000030,8.819822705,-7.206886137,0.100
1460,0.255499992,0.530596163,1.000000030,8.815203130,-8.631655239,0.100
1470,0.257249992,0.535736815,1.000000030,8.809752440,-10.056424342,0.100
1480,0.258999992,0.540874046,1.000000030,8.803470635,-11.481193444,0.100
1490,0.260749992,0.546007369,1.000000030,8.796357715,-12.905962546,0.100
1500,0.262499992,0.551136301,1.000000030,8.788413680,-14.330731649,0.100
1510,0.264249992,0.556260356,1.000000030,8.779638529,-15.755500751,0.100
1520,0.265999992,0.561379051,1.000000030,8.770032263,-17.180269853,0.100
1530,0.267749992,0.566491899,1.000000030,8.759594881,-18.605038956,0.100
1540,0.269499992,0.571598416,1.000000030,8.748326384,-20.029808058,0.100
1550,0.271249992,0.576698118,1.000000030,8.736226772,-21.454577161,0.100
1560,0.272999992,0.581790519,1.000000030,8.723296045,-22.879346263,0.100
1570,0.274749992,0.586875135,1.000000030,8.709534203,-24.304115365,0.100
1580,0.276499992,0.591951480,1.000000030,8.694941245,-25.728884468,0.100
1590,0.278249992,0.597019071,1.000000030,8.679517172,-27.153653570,0.100
1600,0.279999991,0.602077422,1.000000030,8.663261983,-28.578422672,0.100
1610,0.281749991,0.607126048,1.000000030,8.646175680,-30.003191775,0.100
1620,0.283499991,0.612164465,1.000000030,8.628258261,-31.427960877,0.100
1630,0.285249991,0.617192187,1.000000030,8.609509726,-32.852729979,0.100
1640,0.286999991,0.622208731,1.000000030,8.589930077,-34.277499082,0.100
1650,0.288749991,0.627213610,1.000000030,8.569519312,-35.702268184,0.100
1660,0.290499991,0.632206341,1.000000030,8.548277432,-37.127037287,0.500
1670,0.299249991,0.656970797,1.000000030,8.429601302,-44.250882798,0.500
1680,0.307999991,0.681358813,1.000000030,8.290147290,-51.374728310,0.500
1690,0.316749990,0.705309788,1.000000030,8.129915396,-58.498573822,0.500
1700,0.325499990,0.728763118,1.000000030,7.948905620,-65.622419334,0.500
1710,0.334249990,0.751658202,1.000000030,7.747117962,-72.746264846,0.500
1720,0.342999990,0.773934437,1.000000030,7.524552421,-79.870110358,0.500
1730,0.351749989,0.795531222,1.000000030,7.281208999,-86.993955869,0.500
1740,0.360499989,0.816387954,1.000000030,7.017087694,-94.117801381,0.500
1750,0.369249989,0.836444032,1.000000030,6.732188507,-101.241646893,0.500
1760,0.377999988,0.855638852,1.000000030,6.426511439,-108.365492405,0.500
1770,0.386749988,0.873911813,1.000000030,6.100056488,-115.489337917,0.500
1780,0.395499988,0.891202313,1.000000030,5.752823655,-122.613183429,0.500
1790,0.404249988,0.907449749,1.000000030,5.384812939,-129.737028940,0.500
1800,0.412999987,0.922593520,1.000000030,4.996024342,-136.860874452,0.500
1810,0.421749987,0.936573023,1.000000030,4.586457863,-143.984719964,0.500
1820,0.430499987,0.949327656,1.000000030,4.156113501,-151.108565476,0.500
1830,0.439249987,0.960796817,1.000000030,3.704991258,-158.232410988,0.500
1840,0.447999986,0.970919904,1.000000030,3.233091132,-165.356256499,0.500
1850,0.456749986,0.979636314,1.000000030,2.740413124,-172.480102011,0.500
1860,0.465499986,0.986885446,1.000000030,2.226957234,-179.603947523,0.500
1870,0.474249986,0.992606697,1.000000030,1.692723462,-186.727793035,0.500
1880,0.482999985,0.996739465,1.000000030,1.137711808,-193.851638547,0.500
1890,0.491749985,0.999223148,1.000000030,0.561922272,-200.975484059,0.500
1900,0.500499985,0.999997148,-0.000000000,-0.034577316,-207.285273435,0.500
1910,0.509249984,0.999024716,-0.000000000,-0.628770404,-200.161427923,0.500
1920,0.517999984,0.996349521,-0.000000000,-1.202185610,-193.037582411,0.500
1930,0.526749984,0.992032167,-0.000000000,-1.754822934,-185.913736899,0.500
1940,0.535499984,0.986133255,-0.000000000,-2.286682376,-178.789891387,0.500
1950,0.544249983,0.978713388,-0.000000000,-2.797763935,-171.666045876,0.500
1960,0.552999983,0.969833167,-0.000000000,-3.288067613,-164.542200364,0.500
1970,0.561749983,0.959553195,-0.000000000,-3.757593408,-157.418354852,0.500
1980,0.570499983,0.947934073,-0.000000000,-4.206341321,-150.294509340,0.500
1990,0.579249982,0.935036405,-0.000000000,-4.634311353,-143.170663828,0.500
2000,0.587999982,0.920920792,-0.000000000,-5.041503502,-136.046818316,0.500
2010,0.596749982,0.905647836,-0.000000000,-5.427917769,-128.922972805,0.500
2020,0.605499982,0.889278140,-0.000000000,-5.793554153,-121.799127293,0.500
2030,0.614249981,0.871872305,-0.000000000,-6.138412656,-114.675281781,0.500
2040,0.622999981,0.853490935,-0.000000000,-6.462493277,-107.551436269,0.500
2050,0.631749981,0.834194630,-0.000000000,-6.765796015,-100.427590757,0.500
2060,0.640499980,0.814043993,-0.000000000,-7.048320872,-93.303745245,0.500
2070,0.649249980,0.793099627,-0.000000000,-7.310067846,-86.179899734,0.500
2080,0.657999980,0.771422133,-0.000000000,-7.551036938,-79.056054222,0.500
2090,0.666749980,0.749072113,-0.000000000,-7.771228148,-71.932208710,0.500
2100,0.675499979,0.726110171,-0.000000000,-7.970641476,-64.808363198,0.500
2110,0.684249979,0.702596907,-0.000000000,-8.149276922,-57.684517686,0.500
2120,0.692999979,0.678592924,-0.000000000,-8.307134486,-50.560672174,0.500
2130,0.701749979,0.654158824,-0.000000000,-8.444214167,-43.436826663,0.500
2140,0.710499978,0.629355210,-0.000000000,-8.560515967,-36.312981151,0.500
2150,0.719249978,0.604242684,-0.000000000,-8.656039884,-29.189135639,0.500
2160,0.727999978,0.578881847,-0.000000000,-8.730785919,-22.065290127,0.500
2170,0.736749978,0.553333301,-0.000000000,-8.784754073,-14.941444615,0.500
2180,0.745499977,0.527657650,-0.000000000,-8.817944344,-7.817599103,0.500
2190,0.754249977,0.501915495,-0.000000000,-8.830356733,-0.693753592,0.500
2200,0.762999977,0.476167438,-0.000000000,-8.821991239,6.430091920,0.500
2210,0.771749976,0.450474082,-0.000000000,-8.792847864,13.553937432,0.500
2220,0.780499976,0.424896028,-0.000000000,-8.742926607,20.677782944,0.500
2230,0.789249976,0.399493879,-0.000000000,-8.672227467,27.801628456,0.500
2240,0.797999976,0.374328237,-0.000000000,-8.580750446,34.925473967,0.500
2250,0.806749975,0.349459703,-0.000000000,-8.468495542,42.049319479,0.500
2260,0.815499975,0.324948881,-0.000000000,-8.335462756,49.173164991,0.500
2270,0.824249975,0.300856373,-0.000000000,-8.181652088,56.297010503,0.500
2280,0.832999975,0.277242780,-0.000000000,-8.007063538,63.420856015,0.500
2290,0.841625005,0.254494173,-0.000000000,-7.814633632,70.442957151,0.500
2300,0.850375005,0.232011220,-0.000000000,-7.598786072,77.566802663,0.500
2310,0.859125004,0.210188123,-0.000000000,-7.362160630,84.690648175,0.500
2320,0.867875004,0.189085485,-0.000000000,-7.104757306,91.814493687,0.500
2330,0.876625004,0.168763908,-0.000000000,-6.826576100,98.938339198,0.500
2340,0.885375003,0.149283993,-0.000000000,-6.527617012,106.062184710,0.500
2350,0.894125003,0.130706344,-0.000000000,-6.207880042,113.186030222,0.500
2360,0.902875003,0.113091561,-0.000000000,-5.867365189,120.309875734,0.500
2370,0.911625003,0.096500249,-0.000000000,-5.506072454,127.433721246,0.500
2380,0.920375002,0.080993007,-0.000000000,-5.124001838,134.557566757,0.500
2390,0.929125002,0.066630439,-0.000000000,-4.721153339,141.681412269,0.500
2400,0.937875002,0.053473148,-0.000000000,-4.297526958,148.805257781,0.500
2410,0.946625002,0.041581734,-0.000000000,-3.853122695,155.929103293,0.500
2420,0.955375001,0.031016800,-0.000000000,-3.387940550,163.052948805,0.500
2430,0.964125001,0.021838948,-0.000000000,-2.901980523,170.176794317,0.500
2440,0.972875001,0.014108781,-0.000000000,-2.395242613,177.300639828,0.500
2450,0.981625001,0.007886901,-0.000000000,-1.867726822,184.424485340,0.500
2460,0.990375000,0.003233909,-0.000000000,-1.319433148,191.548330852,0.500
2470,0.999125000,0.000210409,-0.000000000,-0.750361593,198.672176364,0.500
2480,0.007875000,0.002496875,1.000000030,1.207275317,192.973172746,0.500
2490,0.016624999,0.006828800,1.000000030,1.759724779,185.849327234,0.500
2500,0.025374999,0.012741735,1.000000030,2.291396359,178.725481722,0.500
2510,0.034124999,0.020175078,1.000000030,2.802290057,171.601636210,0.500
2520,0.042874999,0.029068226,1.000000030,3.292405873,164.477790698,0.500
2530,0.051624998,0.039360577,1.000000030,3.761743807,157.353945186,0.500
2540,0.060374998,0.050991530,1.000000030,4.210303859,150.230099675,0.500
2550,0.069124998,0.063900482,1.000000030,4.638086029,143.106254163,0.500
2560,0.077874998,0.078026830,1.000000030,5.045090316,135.982408651,0.500
2570,0.086624997,0.093309973,1.000000030,5.431316721,128.858563139,0.500
2580,0.095374997,0.109689309,1.000000030,5.796765245,121.734717627,0.500
2590,0.104124997,0.127104236,1.000000030,6.141435886,114.610872115,0.500
2600,0.112874997,0.145494150,1.000000030,6.465328645,107.487026604,0.500
2610,0.121624996,0.164798451,1.000000030,6.768443522,100.363181092,0.500
2620,0.130374996,0.184956535,1.000000030,7.050780517,93.239335580,0.500
2630,0.139124996,0.205907802,1.000000030,7.312339630,86.115490068,0.500
2640,0.147874995,0.227591648,1.000000030,7.553120860,78.991644556,0.500
2650,0.156624995,0.249947472,1.000000030,7.773124209,71.867799044,0.500
2660,0.165374995,0.272914670,1.000000030,7.972349675,64.743953533,0.500
2670,0.174124995,0.296432642,1.000000030,8.150797260,57.620108021,0.500
2680,0.182874994,0.320440786,1.000000030,8.308466962,50.496262509,0.500
2690,0.191624994,0.344878498,1.000000030,8.445358782,43.372416997,0.500
2700,0.200374994,0.369685176,1.000000030,8.561472720,36.248571485,0.500
2710,0.209124994,0.394800220,1.000000030,8.656808776,29.124725973,0.500
2720,0.217874993,0.420163025,1.000000030,8.731366949,22.000880462,0.500
2730,0.226624993,0.445712991,1.000000030,8.785147241,14.877034950,0.500
2740,0.235374993,0.471389515,1.000000030,8.818149651,7.753189438,0.500
2750,0.244124993,0.497131995,1.000000030,8.830374178,0.629343926,0.500
2760,0.252874992,0.522879829,1.000000030,8.821820823,-6.494501586,0.500
2770,0.261624992,0.548572414,1.000000030,8.792489587,-13.618347098,0.500
2780,0.270374992,0.574149149,1.000000030,8.742380468,-20.742192609,0.500
2790,0.279124991,0.599549431,1.000000030,8.671493467,-27.866038121,0.500
2800,0.287874991,0.624712659,1.000000030,8.579828584,-34.989883633,0.500
2810,0.296624991,0.649578229,1.000000030,8.467385819,-42.113729145,0.500
2820,0.305374991,0.674085541,1.000000030,8.334165171,-49.237574657,0.500
2830,0.314124990,0.698173991,1.000000030,8.180166642,-56.361420169,0.500
2840,0.322874990,0.721782977,1.000000030,8.005390230,-63.485265680,0.500
2850,0.331624990,0.744851898,1.000000030,7.809835937,-70.609111192,0.500
2860,0.340374990,0.767320151,1.000000030,7.593503761,-77.732956704,0.500
2870,0.349124989,0.789127135,1.000000030,7.356393703,-84.856802216,0.500
2880,0.357874989,0.810212246,1.000000030,7.098505763,-91.980647728,0.500
2890,0.366624989,0.830514883,1.000000030,6.819839941,-99.104493239,0.500
2900,0.375374989,0.849974444,1.000000030,6.520396237,-106.228338751,0.500
2910,0.384124988,0.868530326,1.000000030,6.200174651,-113.352184263,0.500
2920,0.392874988,0.886121927,1.000000030,5.859175182,-120.476029775,0.500
2930,0.401624988,0.902688646,1.000000030,5.497397832,-127.599875287,0.500
2940,0.410374987,0.918169880,1.000000030,5.114842599,-134.723720799,0.500
2950,0.419124987,0.932505026,1.000000030,4.711509484,-141.847566310,0.500
2960,0.427874987,0.945633483,1.000000030,4.287398487,-148.971411822,0.500
2970,0.436624987,0.957494649,1.000000030,3.842509609,-156.095257334,0.500
2980,0.445374986,0.968027921,1.000000030,3.376842847,-163.219102846,0.500
2990,0.454124986,0.977172698,1.000000030,2.890398204,-170.342948358,0.500
3000,0.462874986,0.984868376,1.000000030,2.383175679,-177.466793870,0.500
3010,0.471624986,0.991054355,1.000000030,1.855175272,-184.590639381,0.500
3020,0.480374985,0.995670031,1.000000030,1.306396982,-191.714484893,0.500
3030,0.489124985,0.998654803,1.000000030,0.736840811,-198.838330405,0.500
3040,0.497874985,0.999948068,1.000000030,0.146506757,-205.962175917,0.500
3050,0.506624985,0.999497993,-0.000000000,-0.452694156,-202.298581576,0.500
3060,0.515374984,0.997327264,-0.000000000,-1.032342726,-195.174736065,0.500
3070,0.524124984,0.993496194,-0.000000000,-1.591213415,-188.050890553,0.500
3080,0.532874984,0.988065386,-0.000000000,-2.129306221,-180.927045041,0.500
3090,0.541624983,0.981095442,-0.000000000,-2.646621145,-173.803199529,0.500
3100,0.550374983,0.972646964,-0.000000000,-3.143158187,-166.679354017,0.500
3110,0.559124983,0.962780554,-0.000000000,-3.618917347,-159.555508505,0.500
3120,0.567874983,0.951556814,-0.000000000,-4.073898625,-152.431662994,0.500
3130,0.576624982,0.939036347,-0.000000000,-4.508102021,-145.307817482,0.500
3140,0.585374982,0.925279754,-0.000000000,-4.921527535,-138.183971970,0.500
3150,0.594124982,0.910347638,-0.000000000,-5.314175166,-131.060126458,0.500
3160,0.602874982,0.894300601,-0.000000000,-5.686044916,-123.936280946,0.500
3170,0.611624981,0.877199244,-0.000000000,-6.037136783,-116.812435434,0.500
3180,0.620374981,0.859104171,-0.000000000,-6.367450768,-109.688589923,0.500
3190,0.629124981,0.840075983,-0.000000000,-6.676986871,-102.564744411,0.500
3200,0.637874981,0.820175283,-0.000000000,-6.965745092,-95.440898899,0.500
3210,0.646624980,0.799462672,-0.000000000,-7.233725431,-88.317053387,0.500
3220,0.655374980,0.777998753,-0.000000000,-7.480927888,-81.193207875,0.500
3230,0.664124980,0.755844128,-0.000000000,-7.707352463,-74.069362364,0.500
3240,0.672874979,0.733059399,-0.000000000,-7.912999155,-66.945516852,0.500
3250,0.681624979,0.709705169,-0.000000000,-8.097867966,-59.821671340,0.500
3260,0.690374979,0.685842039,-0.000000000,-8.261958894,-52.697825828,0.500
3270,0.699124979,0.661530611,-0.000000000,-8.405271940,-45.573980316,0.500
3280,0.707874978,0.636831488,-0.000000000,-8.527807104,-38.450134804,0.500
3290,0.716624978,0.611805272,-0.000000000,-8.629564386,-31.326289293,0.500
3300,0.725374978,0.586512564,-0.000000000,-8.710543786,-24.202443781,0.500
3310,0.734124978,0.561013968,-0.000000000,-8.770745304,-17.078598269,0.500
3320,0.742874977,0.535370086,-0.000000000,-8.810168940,-9.954752757,0.500
3330,0.751624977,0.509641519,-0.000000000,-8.828814694,-2.830907245,0.100
3340,0.753374977,0.504490976,-0.000000000,-8.830050498,-1.406138143,0.100
3350,0.755124977,0.499339955,-0.000000000,-8.830455188,0.018630960,0.100
3360,0.756874977,0.494188940,-0.000000000,-8.830028762,1.443400062,0.100
3370,0.758624977,0.489038417,-0.000000000,-8.828771221,2.868169164,0.100
3380,0.760374977,0.483888869,-0.000000000,-8.826682565,4.292938267,0.100
3390,0.762124977,0.478740782,-0.000000000,-8.823762793,5.717707369,0.100
3400,0.763874977,0.473594641,-0.000000000,-8.820011907,7.142476471,0.100
3410,0.765624977,0.468450930,-0.000000000,-8.815429904,8.567245574,0.100
3420,0.767374977,0.463310135,-0.000000000,-8.810016787,9.992014676,0.100
3430,0.769124977,0.458172739,-0.000000000,-8.803772554,11.416783778,0.100
3440,0.770874976,0.453039229,-0.000000000,-8.796697206,12.841552881,0.100
3450,0.772624976,0.447910088,-0.000000000,-8.788790743,14.266321983,0.100
3460,0.774374976,0.442785801,-0.000000000,-8.780053165,15.691091086,0.100
3470,0.776124976,0.437666854,-0.000000000,-8.770484471,17.115860188,0.100
3480,0.777874976,0.432553731,-0.000000000,-8.760084662,18.540629290,0.100
3490,0.779624976,0.427446917,-0.000000000,-8.748853737,19.965398393,0.100
3500,0.781374976,0.422346897,-0.000000000,-8.736791698,21.390167495,0.100
3510,0.783124976,0.417254156,-0.000000000,-8.723898543,22.814936597,0.100
3520,0.784874976,0.412169178,-0.000000000,-8.710174272,24.239705700,0.100
3530,0.786624976,0.407092448,-0.000000000,-8.695618887,25.664474802,0.100
3540,0.788374976,0.402024451,-0.000000000,-8.680232386,27.089243904,0.100
3550,0.790124976,0.396965672,-0.000000000,-8.664014770,28.514013007,0.100
3560,0.791874976,0.391916595,-0.000000000,-8.646966039,29.938782109,0.100
3570,0.793624976,0.386877707,-0.000000000,-8.629086192,31.363551212,0.100
3580,0.795374976,0.381849490,-0.000000000,-8.610375230,32.788320314,0.100
3590,0.797124976,0.376832431,-0.000000000,-8.590833153,34.213089416,0.100
3600,0.798874976,0.371827013,-0.000000000,-8.570459960,35.637858519,0.100
3610,0.800624976,0.366833723,-0.000000000,-8.549255652,37.062627621,0.100
3620,0.802374976,0.361853044,-0.000000000,-8.527220229,38.487396723,0.100
3630,0.804124975,0.356885461,-0.000000000,-8.504353691,39.912165826,0.100
3640,0.805874975,0.351931460,-0.000000000,-8.480656037,41.336934928,0.100
3650,0.807624975,0.346991524,-0.000000000,-8.456127268,42.761704030,0.100
3660,0.809374975,0.342066140,-0.000000000,-8.430767384,44.186473133,0.100
3670,0.811124975,0.337155791,-0.000000000,-8.404576384,45.611242235,0.100
3680,0.812874975,0.332260963,-0.000000000,-8.377554270,47.036011338,0.100
